#
# Full target list for orbit 131, sector 62
# Created Wed Jan 18 20:44:45 EST 2023 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
872755,2,1,8.11,130.5393,-28.6816
874892,2,1,8.34,130.4431,-29.9513
990903,1,3,3.12,165.4570,-2.4848
990995,1,3,8.66,165.4595,-2.9356
991159,1,3,8.83,165.4193,-3.8141
991164,1,3,12.47,165.4477,-3.8331
992137,1,3,5.99,165.6532,-3.5127
1008761,1,3,9.12,165.9474,-2.1768
1008931,1,3,5.15,165.9091,-3.2043
1008989,1,3,9.15,165.9611,-3.5035
1009252,1,3,8.75,165.9143,-4.7903
1011451,2,1,11.34,130.7930,-28.4415
1011834,2,1,10.81,130.7327,-28.6805
1013471,2,1,12.22,130.7915,-29.6279
1018843,2,1,8.85,130.9321,-26.9808
1088319,2,4,8.95,130.9667,-25.7446
1138567,2,4,8.19,131.0743,-24.2408
1141092,2,4,8.39,131.2103,-25.5427
1144632,2,4,8.60,135.8430,-17.4726
1190423,2,4,9.97,135.9866,-16.1228
1190662,2,4,13.17,136.0398,-16.4939
1191321,2,4,5.25,135.9374,-17.4967
1192946,2,4,7.84,136.0855,-15.9144
1202347,2,1,11.73,131.2783,-27.9195
1203886,2,1,8.94,131.3193,-28.8680
1209680,2,1,8.06,131.3377,-27.5691
1228450,2,4,7.42,137.2736,-16.7588
1230647,1,1,9.08,137.3459,-15.5890
1232485,1,1,4.95,137.2981,-12.3577
1253977,1,1,8.90,137.4932,-12.4867
1258935,1,1,9.96,137.5797,-15.0622
1258971,1,1,8.31,137.5572,-15.0139
1261860,2,4,6.01,131.4551,-25.3880
1312097,1,1,13.74,137.5885,-12.9467
1312997,1,1,9.89,137.5874,-12.2356
1318594,1,1,13.30,137.8760,-15.2769
1337697,1,1,7.79,137.9542,-12.1826
1338424,1,1,16.48,137.9746,-13.6089
1338828,1,1,9.24,137.9500,-14.4308
1340317,2,4,8.15,137.9708,-16.9875
1344656,2,1,5.22,131.6513,-29.7281
1350006,2,4,14.01,131.6284,-26.4397
1352449,2,4,13.84,131.6102,-24.5912
1359317,1,1,11.74,140.0062,-12.3720
1359495,1,1,3.98,139.9431,-11.9748
1360104,1,1,16.18,140.0925,-13.2588
1362343,1,1,8.19,140.1144,-17.4249
1363607,1,1,12.18,140.1640,-16.1792
1363609,1,1,12.49,140.1648,-16.1777
1399933,1,1,5.86,140.2317,-15.6185
1402874,1,1,8.54,140.3452,-13.8580
1404122,1,1,8.68,140.2844,-16.2399
1407653,2,4,10.46,131.8568,-25.7500
1407673,2,4,12.05,131.8541,-25.7627
1407743,2,4,11.03,131.8408,-25.8149
1442238,1,1,8.32,142.7374,-15.7386
1442449,1,1,16.55,142.6490,-15.2591
1442502,1,1,8.90,142.6611,-15.1577
1445085,1,1,9.46,146.8229,-14.6873
1446147,1,1,5.15,146.8084,-17.2059
1446262,1,1,9.05,146.7279,-17.4823
1474551,1,1,11.58,147.0692,-14.7958
1474552,1,1,11.35,147.0674,-14.7964
1474831,1,1,8.21,147.0154,-15.4208
1500250,2,4,10.57,131.9420,-25.7868
1500301,2,4,15.38,131.9450,-25.7711
1500339,2,4,11.91,131.9586,-25.7575
1503583,2,4,8.07,131.9091,-24.3938
